#Category 1
1420772, 373, 776
1422764, 368, 775
1424684, 365, 775
1426596, 360, 775
1428512, 347, 775
1437684, 326, 775
1447564, 322, 775
1457444, 347, 775
1467324, 338, 775
1477204, 342, 775
1487084, 307, 775
1496964, 305, 775
1506844, 314, 775
1516724, 323, 775
1526604, 333, 775
1536484, 310, 775
1546364, 316, 775
1556244, 302, 775
1566124, 296, 775
1576004, 308, 775
1585884, 312, 775
1595764, 312, 775
1605648, 316, 775
1615524, 331, 775
1625404, 318, 775
1635284, 316, 775
1645164, 313, 775
1655044, 309, 775
1664924, 313, 775
1674804, 321, 775
1684684, 319, 775
1694564, 350, 775
1704444, 355, 775
1714324, 352, 775
1724204, 346, 775
1734084, 321, 775
1743964, 314, 775
1753844, 303, 775
1763724, 303, 775
1773604, 308, 775
1783484, 316, 775
1793364, 314, 775
1803244, 457, 775
1813124, 651, 775
1823004, 538, 775
1832884, 36, 775
1842244, 175, 775
1852124, 320, 775
1862004, 316, 775
1871888, 324, 775
1881764, 322, 775
1891644, 312, 775
1901524, 311, 775
1911404, 331, 775
1921284, 324, 775
1931164, 328, 775
1941044, 342, 775
1950924, 351, 775
1960804, 359, 775
1970684, 367, 775
1980564, 380, 775
1990444, 382, 775
2000324, 408, 775
2010204, 447, 775
2020084, 478, 775
2029964, 479, 775
2039844, 467, 775
2049724, 435, 775
2059604, 382, 775
2069484, 352, 775
2079364, 328, 775
2089244, 291, 775
2099124, 304, 775
2109004, 320, 775
2118884, 314, 775
2128764, 307, 775
2138644, 284, 775
2148524, 288, 775
2158404, 266, 775
2168284, 275, 775
2178164, 302, 775
2188044, 307, 775
2197924, 296, 775
2207804, 327, 775
2217684, 315, 775
2227564, 325, 775
2237452, 302, 775
2247324, 321, 775
2257204, 322, 775
2267084, 323, 775
2276964, 308, 775
2286844, 303, 775
2296724, 311, 775
2306604, 314, 775
2316484, 305, 775
2326364, 326, 775
2336244, 298, 775
2346124, 317, 775
2356004, 329, 775
2365884, 325, 775
2375764, 303, 775
2385644, 277, 775
2395524, 299, 775
2405404, 312, 775
2415284, 337, 775
2425164, 360, 775
2435044, 336, 775
2444924, 337, 775
2454804, 286, 775
2464684, 364, 775
2474564, 588, 775
2484444, 623, 775
2494324, 122, 775
2504204, 36, 775
2513564, 230, 775
2523444, 254, 775
2533324, 259, 775
2543204, 301, 775
2553084, 362, 775
2562964, 476, 775
2572844, 658, 775
2582724, 455, 775
2592604, 264, 775
2602484, 251, 775
2612364, 277, 775
2622244, 322, 775
2632124, 344, 775
2642004, 360, 775
2651884, 376, 775
2661764, 398, 775
2671644, 430, 775
2681524, 437, 775
2691404, 429, 775
2701284, 429, 775
2711164, 411, 775
2721044, 365, 775
2730924, 350, 775
2740804, 324, 775
2750684, 301, 775
2760564, 299, 775
2770444, 305, 775
2780324, 276, 775
2790204, 297, 775
2800084, 298, 775
2809964, 293, 775
2819844, 292, 775
2829724, 305, 775
2839604, 289, 775
2849484, 298, 775
2859364, 312, 775
2869252, 317, 775
2879124, 323, 775
2889004, 320, 775
2898884, 321, 775
2908764, 319, 775
2918644, 329, 775
2928524, 319, 775
2938404, 324, 775
2948284, 326, 775
2958164, 343, 775
2968044, 323, 775
2977924, 345, 775
2987804, 326, 775
2997684, 343, 775
3007564, 339, 775
3017444, 342, 775
3027324, 335, 775
3037204, 329, 775
3047084, 314, 775
3056964, 329, 775
3066844, 334, 775
3076724, 308, 775
3086604, 328, 775
3096484, 300, 775
3106364, 364, 775
3116244, 606, 775
3126124, 612, 775
3136004, 164, 775
3145884, 75, 775
3155244, 278, 775
3165124, 325, 775
3175004, 311, 775
3184884, 314, 775
3194764, 307, 775
3204644, 312, 775
3214524, 327, 775
3224404, 319, 775
3234284, 326, 775
3244164, 350, 775
3254044, 333, 775
3263924, 348, 775
3273804, 364, 775
3283684, 359, 775
3293564, 376, 775
3303444, 401, 775
3313324, 448, 775
3323204, 409, 775
3333084, 452, 775
3342964, 441, 775
3352844, 399, 775
3362724, 377, 775
3372604, 356, 775
3382484, 317, 775
3392364, 313, 775
3402244, 306, 775
3412124, 281, 775
3422004, 295, 775
3431884, 297, 775
3441764, 298, 775
3451644, 320, 775
3461524, 293, 775
3471404, 318, 775
3481284, 304, 775
3491164, 306, 775
3501044, 309, 775
3510924, 321, 775
3520804, 314, 775
3530684, 314, 775
3540564, 344, 775
3550444, 307, 775
3560324, 330, 775
3570204, 315, 775
3580084, 323, 775
3589964, 331, 775
3599844, 327, 775
3609724, 332, 775
3619604, 345, 775
3629484, 339, 775
3639364, 329, 775
3649244, 316, 775
3659124, 325, 775
3669008, 315, 775
3678884, 313, 775
3688764, 325, 775
3698644, 335, 775
3708524, 305, 775
3718404, 289, 775
3728284, 433, 775
3738164, 596, 775
3748044, 492, 775
3757924, 35, 775
3767284, 108, 775
3777164, 301, 775
3787044, 294, 775
3796924, 317, 775
3806804, 322, 775
3816684, 326, 775
3826564, 339, 775
3836444, 335, 775
3846324, 333, 775
3856204, 337, 775
3866084, 343, 775
3875964, 349, 775
3885844, 359, 775
3895724, 371, 775
3905604, 382, 775
3915484, 401, 775
3925364, 421, 775
3935248, 441, 775
3945124, 465, 775
3955004, 465, 775
3964884, 462, 775
3974764, 431, 775
3984644, 396, 775
3994524, 364, 775
4004404, 336, 775
4014284, 336, 775
4024164, 337, 775
4034044, 344, 775
4043924, 353, 775
4053804, 314, 775
4063684, 311, 775
4073564, 323, 775
4083444, 319, 775
4093324, 304, 775
4103204, 331, 775
4113084, 349, 775
4122964, 343, 775
4132844, 322, 775
4142724, 309, 775
4152604, 294, 775
4162484, 299, 775
4172364, 288, 775
4182244, 292, 775
4192124, 294, 775
4202004, 317, 775
4211884, 300, 775
4221764, 338, 775
4231644, 331, 775
4241524, 311, 775
4251404, 298, 775
4261284, 312, 775
4271164, 310, 775
4281044, 326, 775
4290924, 312, 775
4300812, 324, 775
4310684, 300, 775
4320564, 331, 775
4330444, 529, 775
4340324, 556, 775
4350204, 268, 775
4360084, 48, 775
4369444, 265, 775
4379324, 314, 775
4389204, 329, 775
4399084, 332, 775
4408964, 333, 775
4418844, 321, 775
endOfStimuli
#Category 2
4473392, 383, 775
4475308, 374, 775
4477220, 366, 775
4479140, 361, 775
4481072, 356, 775
4490300, 376, 775
4500180, 399, 775
4510060, 379, 775
4519952, 423, 775
4529820, 424, 775
4539700, 383, 775
4549580, 398, 775
4559460, 399, 775
4569340, 372, 775
4579220, 322, 775
4589100, 290, 775
4598980, 270, 775
4608860, 300, 775
4618740, 321, 775
4628620, 307, 775
4638500, 237, 775
4648380, 213, 775
4658260, 235, 775
4668140, 269, 775
4678020, 278, 775
4687900, 294, 775
4697780, 305, 775
4707660, 296, 775
4717540, 295, 775
4727420, 303, 775
4737300, 295, 775
4747180, 322, 775
4757060, 343, 775
4766940, 349, 775
4776820, 333, 775
4786700, 346, 775
4796580, 337, 775
4806460, 360, 775
4816340, 370, 775
4826220, 379, 775
4836100, 350, 775
4845980, 345, 775
4855860, 346, 775
4865740, 341, 775
4875620, 390, 775
4885524, 332, 775
4895380, 340, 775
4905260, 314, 775
4915140, 343, 775
4925020, 544, 775
4934900, 552, 775
4944780, 248, 775
4954660, 50, 775
4964020, 274, 775
4973900, 321, 775
4983780, 323, 775
4993660, 326, 775
5003540, 318, 775
5013420, 307, 775
5023300, 316, 775
5033180, 316, 775
5043060, 315, 775
5052940, 326, 775
5062820, 355, 775
5072700, 345, 775
5082580, 359, 775
5092460, 377, 775
5102340, 377, 775
5112220, 395, 775
5122100, 406, 775
5131980, 421, 775
5141860, 440, 775
5151764, 437, 775
5161620, 422, 775
5171500, 392, 775
5181380, 357, 775
5191260, 347, 775
5201140, 327, 775
5211020, 332, 775
5220900, 318, 775
5230780, 310, 775
5240660, 319, 775
5250540, 324, 775
5260420, 318, 775
5270300, 300, 775
5280180, 301, 775
5290060, 327, 775
5299940, 328, 775
5309820, 341, 775
5319700, 332, 775
5329580, 340, 775
5339460, 334, 775
5349340, 341, 775
5359220, 339, 775
5369100, 326, 775
5378980, 331, 775
5388860, 346, 775
5398740, 342, 775
5408620, 337, 775
5418500, 337, 775
5428380, 336, 775
5438260, 302, 775
5448140, 310, 775
5458020, 336, 775
5467900, 337, 775
5477780, 319, 775
5487660, 286, 775
5497540, 366, 775
5507420, 538, 775
5517324, 489, 775
5527180, 150, 775
5537060, 40, 775
5546420, 255, 775
5556300, 287, 775
5566180, 280, 775
5576060, 317, 775
5585940, 287, 775
5595820, 323, 775
5605700, 337, 775
5615580, 339, 775
5625460, 353, 775
5635340, 368, 775
5645220, 316, 775
5655100, 334, 775
5664980, 364, 775
5674860, 367, 775
5684740, 379, 775
5694620, 365, 775
5704500, 386, 775
5714380, 425, 775
5724260, 400, 775
5734140, 405, 775
5744020, 387, 775
5753900, 393, 775
5763780, 386, 775
5773660, 340, 775
5783564, 278, 775
5793420, 295, 775
5803300, 288, 775
5813180, 303, 775
5823060, 325, 775
5832940, 292, 775
5842820, 313, 775
5852700, 320, 775
5862580, 351, 775
5872460, 341, 775
5882340, 338, 775
5892220, 329, 775
5902100, 332, 775
5911980, 335, 775
5921860, 336, 775
5931740, 343, 775
5941620, 346, 775
5951508, 348, 775
5961380, 354, 775
5971260, 343, 775
5981140, 344, 775
5991020, 321, 775
6000900, 331, 775
6010780, 304, 775
6020660, 294, 775
6030540, 299, 775
6040420, 308, 775
6050300, 274, 775
6060180, 304, 775
6070060, 485, 775
6079940, 558, 775
6089820, 269, 775
6099700, 60, 775
6109060, 280, 775
6118940, 320, 775
6128820, 324, 775
6138700, 317, 775
6148580, 351, 775
6158460, 344, 775
6168340, 345, 775
6178220, 362, 775
6188100, 377, 775
6197980, 382, 775
6207860, 395, 775
6217748, 341, 775
6227620, 377, 775
6237500, 382, 775
6247380, 381, 775
6257260, 399, 775
6267140, 415, 775
6277020, 430, 775
6286900, 429, 775
6296780, 434, 775
6306660, 409, 775
6316540, 348, 775
6326420, 334, 775
6336300, 299, 775
6346180, 316, 775
6356060, 312, 775
6365940, 312, 775
6375820, 318, 775
6385700, 304, 775
6395580, 304, 775
6405460, 310, 775
6415340, 306, 775
6425220, 301, 775
6435100, 303, 775
6444980, 317, 775
6454860, 303, 775
6464740, 302, 775
6474620, 316, 775
6484500, 317, 775
6494380, 319, 775
6504260, 314, 775
6514140, 323, 775
6524020, 341, 775
6533900, 332, 775
6543780, 317, 775
6553660, 301, 775
6563540, 319, 775
6573420, 336, 775
6583312, 332, 775
6593180, 326, 775
6603060, 309, 775
6612940, 274, 775
6622820, 370, 775
6632700, 566, 775
6642580, 491, 775
6652460, 69, 775
6661820, 158, 775
6671700, 280, 775
6681580, 304, 775
6691460, 337, 775
6701340, 331, 775
6711220, 342, 775
6721100, 351, 775
6730980, 325, 775
6740860, 332, 775
6750740, 328, 775
6760620, 343, 775
6770500, 359, 775
6780380, 346, 775
6790260, 337, 775
6800140, 380, 775
6810020, 377, 775
6819900, 385, 775
6829780, 431, 775
6839660, 474, 775
6849552, 529, 775
6859420, 564, 775
6869300, 622, 775
6879180, 406, 775
6889060, 298, 775
6898940, 287, 775
6908820, 308, 775
6918700, 295, 775
6928580, 308, 775
6938460, 318, 775
6948340, 309, 775
6958220, 315, 775
6968100, 283, 775
6977980, 300, 775
6987860, 320, 775
6997740, 329, 775
7007620, 302, 775
7017500, 364, 775
7027380, 405, 775
7037260, 418, 775
7047140, 398, 775
7057020, 347, 775
7066900, 362, 775
