#Category 1
1421740, 396, 776
1423740, 392, 776
1425652, 388, 776
1427576, 382, 776
1429484, 373, 776
1438648, 358, 776
1448532, 341, 776
1458412, 328, 776
1468292, 325, 776
1478172, 321, 776
1488052, 321, 776
1497928, 314, 776
1507812, 317, 776
1517692, 321, 776
1527572, 320, 776
1537448, 323, 776
1547332, 324, 775
1557212, 321, 775
1567088, 322, 776
1576976, 322, 776
1586848, 319, 776
1596728, 313, 775
1606612, 314, 776
1616492, 312, 775
1626372, 314, 775
1636252, 323, 776
1646132, 325, 776
1656012, 335, 776
1665892, 339, 775
1675772, 350, 776
1685648, 361, 776
1695528, 348, 775
1705408, 341, 776
1715292, 338, 775
1725172, 334, 775
1735052, 340, 775
1744932, 338, 775
1754812, 348, 775
1764688, 341, 775
1774568, 297, 776
1784448, 431, 776
1794328, 591, 776
1804208, 450, 776
1814092, 26, 775
1823452, 154, 775
1833328, 310, 776
1843216, 307, 775
1853088, 320, 775
1862972, 325, 775
1872852, 333, 775
1882728, 331, 775
1892612, 323, 775
1902492, 324, 775
1912372, 316, 776
1922252, 324, 775
1932132, 338, 775
1942008, 348, 775
1951888, 371, 776
1961768, 386, 775
1971652, 411, 775
1981532, 425, 776
1991412, 438, 776
2001288, 433, 776
2011172, 420, 776
2021048, 408, 776
2030932, 368, 776
2040808, 334, 776
2050688, 314, 775
2060568, 299, 775
2070452, 307, 776
2080332, 312, 776
2090208, 318, 775
2100092, 319, 776
2109968, 312, 775
2119848, 312, 776
2129732, 299, 775
2139608, 296, 775
2149488, 295, 775
2159372, 300, 775
2169248, 303, 775
2179128, 312, 775
2189008, 325, 775
2198888, 331, 775
2208792, 341, 775
2218648, 350, 775
2228528, 346, 776
2238412, 341, 775
2248292, 337, 775
2258168, 344, 776
2268052, 346, 776
2277928, 334, 776
2287808, 335, 775
2297688, 329, 775
2307572, 320, 776
2317452, 315, 776
2327328, 314, 775
2337212, 316, 776
2347092, 317, 775
2356968, 314, 775
2366848, 313, 775
2376732, 291, 775
2386612, 259, 775
2396488, 414, 776
2406372, 600, 776
2416252, 445, 776
2426132, 35, 775
2435492, 220, 776
2445372, 341, 775
2455252, 337, 775
2465128, 349, 776
2475032, 341, 775
2484888, 320, 775
2494768, 306, 775
2504648, 289, 775
2514532, 276, 775
2524408, 265, 775
2534288, 273, 775
2544172, 316, 775
2554048, 358, 775
2563928, 391, 776
2573812, 406, 776
2583692, 409, 776
2593572, 405, 776
2603448, 418, 776
2613328, 433, 776
2623212, 445, 776
2633088, 441, 776
2642968, 420, 776
2652852, 398, 776
2662728, 368, 776
2672612, 342, 775
2682492, 307, 776
2692368, 284, 776
2702252, 277, 775
2712128, 258, 775
2722008, 235, 775
2731892, 232, 775
2741772, 259, 775
2751652, 300, 775
2761532, 329, 776
2771412, 361, 775
2781292, 362, 775
2791172, 359, 775
2801048, 369, 776
2810928, 381, 776
2820808, 375, 776
2830688, 356, 775
2840592, 332, 776
2850452, 323, 776
2860328, 308, 775
2870208, 301, 776
2880092, 297, 775
2889968, 293, 775
2899848, 274, 775
2909732, 265, 775
2919612, 262, 775
2929492, 284, 775
2939372, 315, 775
2949252, 353, 775
2959132, 396, 776
2969008, 399, 776
2978892, 364, 775
2988772, 342, 776
2998652, 488, 776
3008532, 635, 775
3018412, 439, 776
3028292, 0, 775
3037132, 141, 775
3047008, 272, 775
3056892, 268, 776
3066768, 278, 775
3076652, 285, 775
3086528, 309, 775
3096408, 317, 775
3106292, 328, 775
3116168, 330, 775
3126052, 324, 775
3135928, 316, 775
3145808, 308, 775
3155692, 324, 775
3165568, 332, 775
3175448, 359, 775
3185332, 395, 775
3195208, 430, 776
3205092, 451, 776
3214972, 453, 776
3224848, 458, 775
3234732, 447, 776
3244608, 421, 776
3254488, 402, 776
3264368, 382, 776
3274252, 345, 776
3284132, 326, 776
3294012, 296, 776
3303892, 277, 776
3313772, 256, 775
3323652, 223, 775
3333532, 186, 775
3343408, 207, 775
3353292, 255, 775
3363172, 301, 775
3373072, 350, 775
3382932, 367, 775
3392808, 381, 775
3402692, 394, 776
3412572, 380, 775
3422448, 356, 775
3432328, 339, 776
3442208, 335, 776
3452088, 347, 775
3461968, 351, 775
3471852, 358, 776
3481732, 357, 776
3491612, 361, 775
3501488, 347, 776
3511372, 317, 775
3521252, 279, 776
3531128, 233, 775
3541012, 200, 775
3550892, 231, 775
3560768, 277, 775
3570648, 301, 775
3580528, 297, 775
3590408, 459, 775
3600292, 641, 776
3610168, 506, 775
3620048, 68, 775
3629408, 161, 775
3639312, 286, 775
3649172, 260, 775
3659048, 267, 775
3668932, 296, 775
3678812, 317, 775
3688688, 346, 775
3698568, 364, 776
3708448, 372, 775
3718328, 387, 776
3728212, 390, 775
3738092, 380, 775
3747968, 348, 775
3757852, 317, 775
3767728, 288, 775
3777612, 281, 775
3787492, 343, 776
3797372, 377, 775
3807252, 430, 776
3817132, 454, 776
3827008, 461, 776
3836892, 457, 776
3846768, 426, 776
3856652, 383, 776
3866532, 324, 775
3876412, 293, 775
3886288, 298, 776
3896172, 310, 775
3906052, 336, 775
3915932, 362, 776
3925812, 382, 775
3935692, 380, 775
3945568, 381, 775
3955448, 369, 776
3965328, 347, 776
3975212, 306, 775
3985092, 263, 775
3994968, 227, 775
4004852, 203, 775
4014732, 262, 775
4024608, 292, 775
4034488, 322, 775
4044368, 356, 775
4054248, 389, 775
4064132, 402, 775
4074008, 407, 775
4083892, 368, 776
4093772, 301, 775
4103648, 304, 775
4113532, 312, 775
4123412, 349, 776
4133288, 377, 775
4143172, 397, 775
4153052, 391, 776
4162932, 337, 776
4172816, 398, 776
4182688, 537, 776
4192568, 452, 776
4202452, 73, 775
4211808, 10, 775
4221168, 195, 775
4231048, 254, 775
4240932, 275, 775
4250812, 286, 775
4260692, 287, 775
4270568, 306, 775
4280452, 321, 775
4290332, 339, 775
4300208, 351, 775
4310088, 363, 775
4319972, 369, 775
4329848, 384, 776
4339732, 410, 775
4349612, 470, 775
4359492, 489, 776
4369372, 469, 776
4379248, 461, 776
4389128, 453, 776
4399012, 429, 776
4408892, 384, 775
4418768, 346, 776
endOfStimuli
#Category 2
4466068, 247, 776
4467972, 249, 776
4469896, 251, 775
4471828, 254, 776
4473740, 261, 775
4482980, 271, 775
4492860, 280, 775
4502740, 297, 775
4512620, 311, 775
4522500, 327, 775
4532380, 331, 775
4542260, 338, 776
4552140, 358, 775
4562020, 393, 776
4571900, 444, 776
4581780, 441, 775
4591660, 424, 776
4601540, 388, 776
4611420, 364, 776
4621300, 356, 775
4631180, 328, 776
4641060, 303, 775
4650940, 276, 776
4660820, 269, 775
4670700, 255, 775
4680580, 221, 775
4690460, 238, 775
4700340, 272, 775
4710220, 297, 775
4720100, 325, 775
4729980, 338, 775
4739860, 351, 775
4749740, 321, 775
4759620, 353, 775
4769500, 524, 776
4779380, 567, 776
4789264, 313, 775
4799140, 127, 776
4809020, 357, 775
4818900, 392, 776
4828780, 365, 775
4838660, 361, 776
4848540, 348, 776
4858420, 313, 776
4868300, 286, 776
4878180, 271, 775
4888060, 263, 776
4897940, 259, 775
4907820, 255, 775
4917700, 283, 775
4927580, 310, 775
4937460, 346, 775
4947340, 370, 775
4957220, 398, 775
4967100, 420, 776
4976980, 436, 775
4986860, 450, 776
4996740, 461, 776
5006620, 483, 776
5016500, 454, 776
5026380, 436, 776
5036260, 447, 775
5046140, 372, 776
5056020, 350, 776
5065900, 316, 775
5075780, 280, 775
5085660, 245, 775
5095540, 222, 775
5105420, 227, 775
5115300, 197, 775
5125180, 206, 775
5135060, 240, 775
5144940, 277, 775
5154828, 314, 776
5164700, 337, 775
5174580, 359, 775
5184460, 383, 775
5194340, 371, 775
5204220, 366, 776
5214100, 377, 776
5223980, 397, 775
5233860, 388, 776
5243740, 403, 776
5253620, 430, 776
5263500, 382, 776
5273380, 375, 776
5283260, 338, 776
5293140, 284, 775
5303020, 264, 775
5312900, 246, 775
5322780, 228, 775
5332660, 199, 775
5342540, 179, 775
5352420, 247, 775
